market,region,district,date,commodity,price_type,price,currency,source
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Rice (imported),Wholesale,16.53,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Rice (local),Retail,11.16,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Rice (local),Wholesale,10.24,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Sorghum,Retail,8.92,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Sorghum,Wholesale,7.8,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Tomatoes (local),Retail,18.33,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Tomatoes (local),Wholesale,31.72,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Yam,Retail,9.33,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Yam,Wholesale,8.15,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Yam (puna),Retail,16.64,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-25,Yam (puna),Wholesale,9.84,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-25,Cowpeas (white),Retail,19.61,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-25,Eggs,Retail,63.33,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-25,Maize,Retail,14.83,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-25,Onions,Retail,26.31,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-25,Peppers (fresh),Retail,103.7,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-25,Tomatoes (navrongo),Retail,21.49,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-26,Eggs,Retail,50.0,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-26,Meat (chicken),Retail,50.0,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-26,Cassava,Retail,4.05,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-26,Eggplants,Retail,19.58,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-26,Maize (yellow),Retail,11.85,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-26,Millet,Retail,15.19,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-26,Plantains (apem),Retail,19.31,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-26,Plantains (apentu),Retail,17.17,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-26,Soybeans,Retail,11.7,GHS,MoFA SRID
Obuasi,Ashanti,Obuasi Municipal,2025-08-26,Yam (puna),Retail,13.04,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Cowpeas (white),Retail,25.0,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Eggplants,Retail,44.44,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Eggs,Retail,75.0,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Gari,Retail,20.0,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Maize,Retail,12.0,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Maize (yellow),Retail,13.52,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Meat (chicken),Retail,43.17,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Millet,Retail,22.5,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Onions,Retail,32.38,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Peppers (dried),Retail,77.78,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Peppers (fresh),Retail,52.22,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Plantains (apem),Retail,62.5,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Plantains (apentu),Retail,39.29,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Rice (imported),Retail,22.67,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Rice (local),Retail,22.67,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Sorghum,Retail,22.5,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Soybeans,Retail,20.0,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Tomatoes (navrongo),Retail,38.89,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-08-26,Yam (puna),Retail,61.51,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-08-26,Maize,Wholesale,4.0,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-08-26,Maize (yellow),Wholesale,4.0,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-08-26,Millet,Wholesale,14.0,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-08-26,Sorghum,Wholesale,5.6,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-08-26,Yam,Wholesale,10.48,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-08-26,Yam (puna),Wholesale,22.85,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Eggplants,Wholesale,13.33,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Eggs,Retail,59.33,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Eggs,Wholesale,55.0,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Gari,Retail,13.02,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Onions,Retail,17.69,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Onions,Wholesale,20.0,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Peppers (fresh),Wholesale,20.59,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Plantains (apentu),Wholesale,22.53,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Rice (imported),Retail,15.56,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Tomatoes (local),Retail,9.01,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Tomatoes (local),Wholesale,8.82,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Yam (puna),Retail,19.79,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-08-27,Yam (puna),Wholesale,14.29,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Cassava,Retail,7.13,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Cowpeas (white),Retail,24.0,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Eggplants,Retail,23.41,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Eggs,Retail,58.0,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Gari,Retail,13.18,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Maize,Retail,5.51,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Maize (yellow),Retail,6.35,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Meat (chicken),Retail,42.0,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Millet,Retail,21.1,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Onions,Retail,19.47,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Peppers (dried),Retail,115.41,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Peppers (fresh),Retail,60.7,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Plantains (apem),Retail,27.56,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Plantains (apentu),Retail,23.38,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Rice (imported),Retail,16.07,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Rice (local),Retail,16.8,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Soybeans,Retail,20.83,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Tomatoes (local),Retail,15.54,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Tomatoes (navrongo),Retail,13.79,GHS,MoFA SRID
Mankessim,Central,Mfantsiman Municipal,2025-08-27,Yam (puna),Retail,16.38,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Cassava,Wholesale,1.79,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Cowpeas (white),Wholesale,17.24,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Eggplants,Wholesale,19.3,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Eggs,Wholesale,61.33,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Gari,Wholesale,10.83,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Maize,Wholesale,4.43,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Maize (yellow),Wholesale,6.54,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Meat (chicken),Wholesale,38.5,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Millet,Wholesale,11.06,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Onions,Wholesale,14.95,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Peppers (dried),Wholesale,100.38,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Peppers (fresh),Wholesale,20.67,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Plantains (apem),Wholesale,19.62,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Plantains (apentu),Wholesale,16.14,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Rice (imported),Wholesale,14.46,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Rice (local),Wholesale,11.57,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Sorghum,Wholesale,8.4,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Soybeans,Wholesale,8.4,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Tomatoes (local),Wholesale,16.1,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Yam,Wholesale,7.08,GHS,MoFA SRID
Techiman,Bono East,Techiman Municipal,2025-08-27,Yam (puna),Wholesale,10.22,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Cassava,Retail,4.86,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Cowpeas (white),Retail,13.79,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Eggplants,Retail,22.29,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Eggs,Retail,65.0,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Gari,Retail,22.78,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Maize,Retail,13.75,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Maize (yellow),Retail,12.07,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Millet,Retail,43.89,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Onions,Retail,34.59,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Peppers (dried),Retail,23.67,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Peppers (fresh),Retail,50.19,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Plantains (apem),Retail,19.63,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Plantains (apentu),Retail,17.13,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Rice (imported),Retail,24.36,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Rice (local),Retail,22.05,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Soybeans,Retail,13.17,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Tomatoes (local),Retail,8.95,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Tomatoes (navrongo),Retail,14.74,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Yam,Retail,11.09,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-28,Yam (puna),Retail,12.68,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Cowpeas (white),Wholesale,19.37,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Eggplants,Wholesale,31.68,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Gari,Wholesale,18.03,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Maize,Wholesale,9.29,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Maize (yellow),Wholesale,9.75,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Meat (chicken),Wholesale,20.02,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Millet,Wholesale,14.62,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Onions,Wholesale,52.3,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Peppers (dried),Wholesale,40.26,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Peppers (fresh),Wholesale,76.22,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Plantains (apem),Wholesale,15.38,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Plantains (apentu),Wholesale,19.1,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Rice (imported),Wholesale,16.56,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Rice (local),Wholesale,16.88,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Soybeans,Wholesale,15.52,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Tomatoes (local),Wholesale,32.2,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Tomatoes (navrongo),Wholesale,37.76,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Yam,Wholesale,15.11,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-08-29,Yam (puna),Wholesale,9.14,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Cowpeas (white),Wholesale,15.91,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Eggplants,Wholesale,10.93,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Eggs,Wholesale,50.0,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Gari,Wholesale,14.53,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Maize,Wholesale,7.38,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Maize (yellow),Wholesale,7.37,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Millet,Wholesale,15.53,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Peppers (fresh),Wholesale,11.7,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Plantains (apentu),Wholesale,13.35,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Rice (local),Wholesale,13.8,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Sorghum,Wholesale,13.87,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Tomatoes (local),Wholesale,8.84,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Tomatoes (navrongo),Wholesale,12.11,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-08-29,Yam (puna),Wholesale,10.85,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Cassava,Retail,3.68,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Cassava,Wholesale,2.0,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Eggplants,Retail,12.31,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Gari,Retail,12.5,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Maize,Retail,5.61,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Maize,Wholesale,3.08,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Maize (yellow),Retail,5.61,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Maize (yellow),Wholesale,3.08,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Millet,Retail,12.5,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Onions,Retail,15.26,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Peppers (dried),Wholesale,74.07,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Peppers (fresh),Wholesale,22.73,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Plantains (apem),Retail,25.0,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Plantains (apem),Wholesale,15.11,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Plantains (apentu),Retail,27.38,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Plantains (apentu),Wholesale,17.98,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Rice (imported),Retail,20.66,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Rice (imported),Wholesale,17.55,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Rice (local),Retail,12.59,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Rice (local),Wholesale,11.0,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Sorghum,Retail,12.0,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Tomatoes (local),Retail,8.7,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Tomatoes (local),Wholesale,7.94,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Tomatoes (navrongo),Retail,17.39,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Tomatoes (navrongo),Wholesale,14.7,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Yam,Retail,9.22,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Yam,Wholesale,8.08,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Yam (puna),Retail,8.96,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-29,Yam (puna),Wholesale,8.08,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Cowpeas (white),Retail,12.07,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Eggplants,Retail,6.67,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Maize,Retail,5.17,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Maize,Wholesale,4.5,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Maize (yellow),Retail,5.17,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Maize (yellow),Wholesale,4.5,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Millet,Retail,11.49,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Onions,Retail,6.67,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Peppers (dried),Retail,5.0,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Peppers (fresh),Retail,5.0,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Rice (imported),Retail,16.09,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Rice (local),Retail,9.71,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Sorghum,Retail,7.59,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Soybeans,Retail,8.51,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-08-30,Tomatoes (navrongo),Retail,8.33,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-30,Cowpeas (white),Retail,15.78,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-30,Eggs,Retail,64.0,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-30,Gari,Retail,15.01,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-30,Maize,Retail,7.61,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-30,Maize (yellow),Retail,4.34,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-30,Millet,Retail,8.36,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-30,Peppers (dried),Retail,34.49,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-30,Sorghum,Retail,7.52,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-30,Soybeans,Retail,6.77,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-30,Yam (puna),Retail,14.64,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-31,Cowpeas (white),Retail,15.25,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-31,Gari,Retail,15.2,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-31,Maize,Retail,4.02,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-31,Maize (yellow),Retail,3.85,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-31,Millet,Retail,7.63,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-31,Peppers (dried),Retail,32.61,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-31,Sorghum,Retail,7.42,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-31,Soybeans,Retail,6.3,GHS,MoFA SRID
Gbintiri,North East,East Mamprusi Municipal,2025-08-31,Yam (puna),Retail,13.13,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Cassava,Wholesale,8.96,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Cowpeas (white),Wholesale,11.47,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Eggplants,Wholesale,17.88,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Gari,Wholesale,10.0,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Maize,Wholesale,4.18,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Maize (yellow),Wholesale,3.47,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Millet,Wholesale,7.65,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Onions,Wholesale,13.81,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Peppers (dried),Wholesale,90.3,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Peppers (fresh),Wholesale,39.97,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Rice (imported),Wholesale,15.27,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Rice (local),Wholesale,11.44,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Sorghum,Wholesale,7.55,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Tomatoes (local),Wholesale,15.14,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Yam,Wholesale,8.47,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-08-31,Yam (puna),Wholesale,10.4,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-31,Cowpeas (white),Retail,16.67,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-08-31,Eggs,Retail,50.0,GHS,MoFA SRID
