market,region,district,date,commodity,price_type,price,currency,source
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Eggplants,Wholesale,17.86,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Maize,Wholesale,9.0,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Maize (yellow),Wholesale,9.56,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Millet,Wholesale,13.97,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Onions,Wholesale,15.04,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Peppers (dried),Wholesale,120.0,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Peppers (fresh),Wholesale,27.95,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Plantains (apentu),Wholesale,31.25,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Rice (imported),Wholesale,16.33,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Rice (local),Wholesale,15.4,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Sorghum,Wholesale,4.37,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Tomatoes (local),Wholesale,13.33,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-16,Tomatoes (navrongo),Wholesale,15.73,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Eggplants,Retail,22.22,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Eggs,Retail,65.0,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Gari,Retail,12.0,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Maize,Retail,11.2,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Maize (yellow),Retail,12.0,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Millet,Retail,16.89,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Onions,Retail,22.54,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Peppers (dried),Retail,36.11,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Peppers (fresh),Retail,25.0,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Plantains (apem),Retail,33.33,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Plantains (apentu),Retail,33.33,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Rice (imported),Retail,17.67,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Rice (local),Retail,16.67,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Sorghum,Retail,10.94,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Tomatoes (local),Retail,15.73,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-04-21,Tomatoes (navrongo),Retail,19.46,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Eggplants,Retail,33.33,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Eggs,Retail,63.33,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Gari,Retail,28.0,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Maize,Retail,12.0,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Maize (yellow),Retail,13.33,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Millet,Retail,18.75,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Onions,Retail,28.57,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Peppers (fresh),Retail,25.0,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Plantains (apem),Retail,40.0,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Plantains (apentu),Retail,40.0,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Rice (imported),Retail,17.0,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Rice (local),Retail,17.0,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Sorghum,Retail,12.5,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Tomatoes (local),Retail,17.8,GHS,MoFA SRID
Makola,Greater Accra,AMA-Okaikoi South,2025-04-21,Tomatoes (navrongo),Retail,20.61,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Cowpeas (white),Wholesale,23.12,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Eggplants,Wholesale,14.91,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Eggs,Wholesale,70.0,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Gari,Wholesale,18.38,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Maize,Wholesale,7.79,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Maize (yellow),Wholesale,6.47,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Millet,Wholesale,17.5,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Onions,Wholesale,15.11,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Peppers (fresh),Wholesale,14.05,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Rice (imported),Wholesale,17.42,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Rice (local),Wholesale,11.62,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Sorghum,Wholesale,12.5,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Soybeans,Wholesale,17.5,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Tomatoes (local),Wholesale,11.86,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Yam,Wholesale,14.0,GHS,MoFA SRID
Bamboi,Savannah,Bole,2025-05-17,Yam (puna),Wholesale,18.0,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Cowpeas (white),Wholesale,19.74,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Eggs,Wholesale,55.0,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Maize,Wholesale,12.02,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Maize (yellow),Wholesale,12.35,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Millet,Wholesale,17.15,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Onions,Wholesale,16.76,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Plantains (apentu),Wholesale,19.66,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Rice (local),Wholesale,19.74,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Sorghum,Wholesale,16.67,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Tomatoes (local),Wholesale,21.03,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-03,Yam (puna),Wholesale,16.01,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Cassava,Wholesale,5.67,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Cowpeas (white),Wholesale,20.44,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Eggplants,Wholesale,13.72,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Gari,Wholesale,18.96,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Maize,Wholesale,11.03,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Maize (yellow),Wholesale,11.66,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Meat (chicken),Wholesale,24.8,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Millet,Wholesale,20.42,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Onions,Wholesale,31.22,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Peppers (fresh),Wholesale,91.71,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Plantains (apem),Wholesale,13.43,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Plantains (apentu),Wholesale,14.31,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Rice (imported),Wholesale,17.98,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Rice (local),Wholesale,17.7,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Soybeans,Wholesale,17.16,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Tomatoes (local),Wholesale,52.28,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-14,Tomatoes (navrongo),Wholesale,85.03,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Cowpeas (white),Wholesale,12.97,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Eggplants,Wholesale,24.18,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Eggs,Wholesale,68.33,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Gari,Wholesale,10.43,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Maize,Wholesale,6.97,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Maize (yellow),Wholesale,7.23,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Meat (chicken),Wholesale,42.38,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Millet,Wholesale,8.39,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Onions,Wholesale,10.96,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Peppers (dried),Wholesale,91.62,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Peppers (fresh),Wholesale,43.55,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Plantains (apem),Wholesale,34.2,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Plantains (apentu),Wholesale,24.96,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Rice (imported),Wholesale,15.9,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Rice (local),Wholesale,12.17,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Sorghum,Wholesale,9.2,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Tomatoes (navrongo),Wholesale,37.98,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Yam,Wholesale,8.42,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-14,Yam (puna),Wholesale,8.62,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Cowpeas (white),Wholesale,18.25,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Eggplants,Wholesale,33.91,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Eggs,Wholesale,66.67,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Gari,Wholesale,20.48,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Maize,Wholesale,14.0,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Maize (yellow),Wholesale,15.0,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Millet,Wholesale,219.45,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Onions,Wholesale,16.91,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Peppers (dried),Wholesale,86.84,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Peppers (fresh),Wholesale,94.53,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Plantains (apem),Wholesale,145.3,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Plantains (apentu),Wholesale,135.22,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Rice (imported),Wholesale,28.33,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Rice (local),Wholesale,24.8,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Sorghum,Wholesale,16.69,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Soybeans,Wholesale,16.0,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Tomatoes (local),Wholesale,26.79,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Tomatoes (navrongo),Wholesale,44.12,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Yam,Wholesale,53.71,GHS,MoFA SRID
Tema Community One Main Market,Greater Accra,TMA-Tema East,2025-06-14,Yam (puna),Wholesale,67.32,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-06-15,Cowpeas (white),Wholesale,16.67,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-06-15,Maize,Wholesale,6.8,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-06-15,Maize (yellow),Wholesale,6.8,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-06-15,Millet,Wholesale,11.2,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-06-15,Rice (local),Wholesale,8.04,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-06-15,Sorghum,Wholesale,7.47,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-06-15,Soybeans,Wholesale,8.0,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-06-15,Yam,Wholesale,14.84,GHS,MoFA SRID
Wa,Upper West,Wa Municipal,2025-06-15,Yam (puna),Wholesale,24.17,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Eggplants,Wholesale,25.52,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Eggs,Wholesale,67.5,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Maize,Wholesale,9.0,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Maize (yellow),Wholesale,9.33,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Millet,Wholesale,15.23,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Onions,Wholesale,15.15,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Plantains (apentu),Wholesale,26.08,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Rice (imported),Wholesale,15.4,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Rice (local),Wholesale,14.9,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Sorghum,Wholesale,4.13,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Tomatoes (local),Wholesale,12.47,GHS,MoFA SRID
Agbogbloshie,Greater Accra,AMA-Okaikoi South,2025-06-16,Tomatoes (navrongo),Wholesale,13.62,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-16,Cowpeas (white),Wholesale,13.99,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-16,Maize,Wholesale,6.89,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-16,Maize (yellow),Wholesale,6.89,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-16,Millet,Wholesale,9.17,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-16,Plantains (apem),Wholesale,10.96,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-16,Plantains (apentu),Wholesale,8.84,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-16,Rice (imported),Wholesale,10.35,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-16,Rice (local),Wholesale,13.5,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-16,Sorghum,Wholesale,7.33,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-16,Soybeans,Wholesale,7.3,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-06-18,Maize,Wholesale,7.69,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-06-18,Maize (yellow),Wholesale,7.69,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-06-18,Meat (chicken),Wholesale,50.0,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-06-18,Peppers (dried),Wholesale,74.07,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-06-18,Plantains (apem),Wholesale,16.08,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-06-18,Plantains (apentu),Wholesale,18.35,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-06-18,Rice (imported),Wholesale,16.65,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-06-18,Rice (local),Wholesale,15.84,GHS,MoFA SRID
Nana Bosomah,Bono,Sunyani Municipal,2025-06-18,Tomatoes (navrongo),Wholesale,15.79,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Cowpeas (white),Wholesale,18.67,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Eggplants,Wholesale,7.86,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Eggs,Wholesale,51.67,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Gari,Wholesale,14.61,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Maize,Wholesale,11.66,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Maize (yellow),Wholesale,11.87,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Millet,Wholesale,13.82,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Peppers (dried),Wholesale,36.05,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Peppers (fresh),Wholesale,22.81,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Plantains (apem),Wholesale,31.62,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Plantains (apentu),Wholesale,23.09,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Rice (local),Wholesale,18.79,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Sorghum,Wholesale,16.52,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Tomatoes (local),Wholesale,16.65,GHS,MoFA SRID
Goaso,Ahafo,Asunafo North Municipal,2025-06-19,Yam (puna),Wholesale,19.46,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-06-19,Cassava,Wholesale,2.86,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-06-19,Eggplants,Wholesale,20.0,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-06-19,Eggs,Wholesale,54.0,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-06-19,Gari,Wholesale,10.94,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-06-19,Maize (yellow),Wholesale,7.29,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-06-19,Onions,Wholesale,21.28,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-06-19,Peppers (fresh),Wholesale,18.75,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-06-19,Tomatoes (local),Wholesale,25.0,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-06-19,Tomatoes (navrongo),Wholesale,37.5,GHS,MoFA SRID
Koforidua,Eastern,New Juaben South Municipal,2025-06-19,Yam,Wholesale,10.53,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Cassava,Wholesale,3.32,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Eggplants,Wholesale,12.36,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Gari,Wholesale,18.29,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Maize,Wholesale,11.0,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Maize (yellow),Wholesale,12.0,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Meat (chicken),Wholesale,24.6,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Millet,Wholesale,17.28,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Onions,Wholesale,17.55,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Peppers (dried),Wholesale,34.63,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Peppers (fresh),Wholesale,51.73,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Plantains (apem),Wholesale,14.96,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Plantains (apentu),Wholesale,13.1,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Rice (imported),Wholesale,15.89,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Rice (local),Wholesale,18.36,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Soybeans,Wholesale,16.44,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Tomatoes (local),Wholesale,31.89,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Tomatoes (navrongo),Wholesale,45.33,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Yam,Wholesale,8.54,GHS,MoFA SRID
Bibiani,Western North,Bibiani Anhwiaso Bekwai Municipal,2025-06-20,Yam (puna),Wholesale,14.51,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-21,Cowpeas (white),Wholesale,11.8,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-21,Maize,Wholesale,5.47,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-21,Maize (yellow),Wholesale,5.47,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-21,Millet,Wholesale,8.0,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-21,Onions,Wholesale,15.74,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-21,Plantains (apem),Wholesale,16.08,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-21,Plantains (apentu),Wholesale,12.58,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-21,Rice (imported),Wholesale,10.23,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-21,Sorghum,Wholesale,6.12,GHS,MoFA SRID
Bolga,Upper East,Bolgatanga Municipal,2025-06-21,Soybeans,Wholesale,6.28,GHS,MoFA SRID
Ho,Volta,Ho Municipal,2025-06-22,Maize,Wholesale,8.48,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Cassava,Wholesale,10.0,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Cowpeas (white),Wholesale,12.53,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Eggplants,Wholesale,10.6,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Eggs,Wholesale,65.0,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Gari,Wholesale,11.03,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Maize,Wholesale,6.16,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Maize (yellow),Wholesale,6.11,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Meat (chicken),Wholesale,37.38,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Millet,Wholesale,7.34,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Onions,Wholesale,10.29,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Peppers (dried),Wholesale,93.19,GHS,MoFA SRID
Kintampo,Bono East,Kintampo North Municipal,2025-06-22,Peppers (fresh),Wholesale,47.03,GHS,MoFA SRID
