countryiso3,date,admin1,admin2,market,latitude,longitude,category,commodity,unit,pricetype,currency,price
GHA,1/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Cassava,91 KG,Wholesale,GHS,25
GHA,1/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Maize,100 KG,Wholesale,GHS,69
GHA,1/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,230
GHA,1/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,100
GHA,1/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,220
GHA,1/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,10
GHA,1/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Cassava,91 KG,Wholesale,GHS,24
GHA,1/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Maize,100 KG,Wholesale,GHS,125
GHA,1/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Millet,93 KG,Wholesale,GHS,167
GHA,1/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,280
GHA,1/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,130
GHA,1/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,88.8
GHA,1/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,154
GHA,1/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,190
GHA,1/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,8
GHA,1/15/2015,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Maize,100 KG,Wholesale,GHS,110
GHA,1/15/2015,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,210
GHA,1/15/2015,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,90
GHA,1/15/2015,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,350
GHA,1/15/2015,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,5
GHA,1/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Cassava,91 KG,Wholesale,GHS,28
GHA,1/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Maize,100 KG,Wholesale,GHS,72
GHA,1/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,135
GHA,1/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,180
GHA,1/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Cassava,91 KG,Wholesale,GHS,30
GHA,1/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Maize,100 KG,Wholesale,GHS,50
GHA,1/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Millet,93 KG,Wholesale,GHS,95
GHA,1/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,185
GHA,1/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,85
GHA,1/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,60
GHA,1/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,260
GHA,1/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,7
GHA,1/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Cassava,91 KG,Wholesale,GHS,40
GHA,1/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Maize,100 KG,Wholesale,GHS,150
GHA,1/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,300
GHA,1/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,13
GHA,1/15/2015,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Cassava,91 KG,Wholesale,GHS,36
GHA,1/15/2015,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,270
GHA,1/15/2015,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,320
GHA,1/15/2015,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,8.5
GHA,1/15/2015,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,6.08,-0.25,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,12
GHA,1/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Maize,100 KG,Wholesale,GHS,127
GHA,1/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,163
GHA,1/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,207
GHA,1/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,348
GHA,1/15/2015,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,cereals and tubers,Cassava,91 KG,Wholesale,GHS,70
GHA,1/15/2015,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,cereals and tubers,Maize,100 KG,Wholesale,GHS,133
GHA,1/15/2015,NORTHERN,TAMALE NORTH SUB METRO,Tamale,9.4,-0.83,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,140
GHA,1/15/2015,NORTHERN,TAMALE NORTH SUB METRO,Tamale,9.4,-0.83,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,160
GHA,1/15/2015,NORTHERN,TAMALE NORTH SUB METRO,Tamale,9.4,-0.83,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,15
GHA,1/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Millet,93 KG,Wholesale,GHS,117
GHA,1/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,200
GHA,1/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,120
GHA,1/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,96
GHA,1/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,106
GHA,1/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,250
GHA,1/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Cassava,91 KG,Wholesale,GHS,62.5
GHA,1/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Maize,100 KG,Wholesale,GHS,60.7
GHA,1/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Millet,93 KG,Wholesale,GHS,114.78
GHA,1/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,170
GHA,1/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,87.94
GHA,1/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,93.66
GHA,1/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,20
GHA,1/15/2015,VOLTA,HO MUNICIPAL,Ho,6.6,0.47,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,450
GHA,1/15/2015,VOLTA,HO MUNICIPAL,Ho,6.6,0.47,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,14
GHA,1/15/2015,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Cassava,91 KG,Wholesale,GHS,68
GHA,1/15/2015,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,275
GHA,1/15/2015,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,380
GHA,2/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Millet,93 KG,Wholesale,GHS,165
GHA,2/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,93
GHA,2/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,152.5
GHA,2/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Maize,100 KG,Wholesale,GHS,77
GHA,2/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,75
GHA,2/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,16
GHA,2/15/2015,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Cassava,91 KG,Wholesale,GHS,35
GHA,2/15/2015,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,360
GHA,2/15/2015,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,9
GHA,2/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Maize,100 KG,Wholesale,GHS,129
GHA,2/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Millet,93 KG,Wholesale,GHS,181.5
GHA,2/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,164
GHA,2/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,208
GHA,2/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,335
GHA,2/15/2015,NORTHERN,TAMALE NORTH SUB METRO,Tamale,9.4,-0.83,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,82.5
GHA,2/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Millet,93 KG,Wholesale,GHS,112.5
GHA,2/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Millet,93 KG,Wholesale,GHS,129.68
GHA,2/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,109.6
GHA,2/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,110.93
GHA,2/15/2015,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,17
GHA,3/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,430
GHA,3/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,10.5
GHA,3/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Cassava,91 KG,Wholesale,GHS,28.5
GHA,3/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Maize,100 KG,Wholesale,GHS,121.25
GHA,3/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Millet,93 KG,Wholesale,GHS,157.5
GHA,3/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,147.5
GHA,3/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Maize,100 KG,Wholesale,GHS,105
GHA,3/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,214
GHA,3/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,5.5
GHA,3/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Cassava,91 KG,Wholesale,GHS,38.75
GHA,3/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Maize,100 KG,Wholesale,GHS,167.5
GHA,3/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,277.5
GHA,3/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,128.75
GHA,3/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,340
GHA,3/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,11.25
GHA,3/15/2015,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,cereals and tubers,Cassava,91 KG,Wholesale,GHS,39.5
GHA,3/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,330
GHA,3/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,88.75
GHA,3/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,390
GHA,3/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Cassava,91 KG,Wholesale,GHS,66.25
GHA,3/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Maize,100 KG,Wholesale,GHS,67.85
GHA,3/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Millet,93 KG,Wholesale,GHS,111.78
GHA,3/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,142.85
GHA,3/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,95.88
GHA,3/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,99.25
GHA,4/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,115
GHA,4/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,500
GHA,4/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,57.5
GHA,4/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Cassava,91 KG,Wholesale,GHS,27.5
GHA,4/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Maize,100 KG,Wholesale,GHS,122.5
GHA,4/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Millet,93 KG,Wholesale,GHS,148.75
GHA,4/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,207.5
GHA,4/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,29.75
GHA,4/15/2015,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,357.5
GHA,4/15/2015,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,30.25
GHA,4/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Maize,100 KG,Wholesale,GHS,104
GHA,4/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,312.5
GHA,4/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,38
GHA,4/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Maize,100 KG,Wholesale,GHS,92
GHA,4/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,77.5
GHA,4/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,132.5
GHA,4/15/2015,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,7.58,-1.93,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,32.5
GHA,4/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Cassava,91 KG,Wholesale,GHS,39.12
GHA,4/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Maize,100 KG,Wholesale,GHS,182.5
GHA,4/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,276.25
GHA,4/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,136.25
GHA,4/15/2015,CENTRAL,CAPE COAST METRO,Cape Coast,5.11,-1.24,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,53.75
GHA,4/15/2015,CENTRAL,MFANTSIMAN,Mankessim,5.27,-1.02,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,52.62
GHA,4/15/2015,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,6.08,-0.25,cereals and tubers,Maize,100 KG,Wholesale,GHS,175
GHA,4/15/2015,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,6.08,-0.25,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,307.5
GHA,4/15/2015,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,6.08,-0.25,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,45.5
GHA,4/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Maize,100 KG,Wholesale,GHS,138.5
GHA,4/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Millet,93 KG,Wholesale,GHS,184.5
GHA,4/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,235
GHA,4/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,168
GHA,4/15/2015,GREATER ACCRA,ACCRA METROPOLIS,Accra,5.55,-0.22,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,202.25
GHA,4/15/2015,GREATER ACCRA,TEMA METROPOLIS,Tema,5.62,-0.02,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,46.25
GHA,4/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Maize,100 KG,Wholesale,GHS,107.5
GHA,4/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Millet,93 KG,Wholesale,GHS,117.5
GHA,4/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,290
GHA,4/15/2015,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,10.79,-0.85,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,18
GHA,4/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Cassava,91 KG,Wholesale,GHS,65
GHA,4/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Maize,100 KG,Wholesale,GHS,79.45
GHA,4/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Millet,93 KG,Wholesale,GHS,116.25
GHA,4/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,100.45
GHA,4/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,132.05
GHA,4/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,240
GHA,4/15/2015,UPPER WEST,WA MUNICIPAL,Wa,10.05,-2.48,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,23.33
GHA,4/15/2015,VOLTA,HO MUNICIPAL,Ho,6.6,0.47,cereals and tubers,Cassava,91 KG,Wholesale,GHS,52.5
GHA,4/15/2015,VOLTA,HO MUNICIPAL,Ho,6.6,0.47,cereals and tubers,Maize,100 KG,Wholesale,GHS,113.25
GHA,4/15/2015,VOLTA,HO MUNICIPAL,Ho,6.6,0.47,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,245
GHA,4/15/2015,VOLTA,HO MUNICIPAL,Ho,6.6,0.47,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,386.25
GHA,4/15/2015,VOLTA,HO MUNICIPAL,Ho,6.6,0.47,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,33.75
GHA,4/15/2015,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Cassava,91 KG,Wholesale,GHS,63.75
GHA,4/15/2015,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Maize,100 KG,Wholesale,GHS,155
GHA,4/15/2015,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,382.5
GHA,4/15/2015,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,4.93,-1.7,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,48.5
GHA,5/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Cassava,91 KG,Wholesale,GHS,18.4
GHA,5/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,cereals and tubers,Maize,100 KG,Wholesale,GHS,146
GHA,5/15/2015,ASHANTI,EJURA SEKYE DUMASE,Ejura,7.38,-1.37,vegetables and fruits,Plantains (apentu),Bunch,Wholesale,GHS,8.8
GHA,5/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Cassava,91 KG,Wholesale,GHS,28.4
GHA,5/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Maize,100 KG,Wholesale,GHS,134
GHA,5/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Millet,93 KG,Wholesale,GHS,148
GHA,5/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Rice (local),50 KG,Wholesale,GHS,123
GHA,5/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Rice (paddy),84 KG,Wholesale,GHS,86
GHA,5/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Sorghum,109 KG,Wholesale,GHS,139
GHA,5/15/2015,ASHANTI,KMA,Kumasi,6.68,-1.62,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,194
GHA,5/15/2015,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Maize,100 KG,Wholesale,GHS,162
GHA,5/15/2015,ASHANTI,OBUASI MUNICIPAL,Obuasi,6.2,-1.67,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,540
GHA,5/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Maize,100 KG,Wholesale,GHS,129.6
GHA,5/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Rice (imported),50 KG,Wholesale,GHS,199.8
GHA,5/15/2015,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,7.33,-2.33,cereals and tubers,Yam,100 Tubers,Wholesale,GHS,354
